Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE14340	"Transcriptional profiling of human neural crest cells"	"Expression profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14340/suppl"	19666486		"Heather C Etchevers"	"Aug 26, 2009"
GSE12251	"A Predictive Response Signature to Infliximab Treatment in Ulcerative Colitis"	"Expression profiling by array"	"Homo sapiens"	23		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12251/suppl"	19700435		"K Li"	"Aug 25, 2009"
GSE14969	"Regulation of dendritic cells and macrophages by an anti-apoptotic cell natural Ab that inhibits inflammatory arthritis"	"Protein profiling by protein array"	"Homo sapiens;Mus musculus;unidentified"	15		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14969/suppl"	19564341		"Gregg Silverman"	"Aug 25, 2009"
GSE16579	"miRNA expression of human cancer and mouse cell lines"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16579/suppl"	19703394	SRP001313	"Christine Mayr"	"Aug 25, 2009"
GSE17777	"HMVEC cells treated with vascular endothelial growth factor, anthrax edema toxin, and an Epac activator"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17777/suppl"	17491018;19710505		"Robert C Doebele"	"Aug 25, 2009"
GSE17782	"Gene Expression Data from Human Mesenchymal Stem Cells with and without TGF-B vs Human Annulus Disc Cells"	"Expression profiling by array"	"Homo sapiens"	13		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17782/suppl"			"Helen Gruber"	"Aug 25, 2009"
GSE17792	"microRNA profiles of meningiomas"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	34				19703993		"Okay Saydam"	"Aug 25, 2009"
GSE17793	"Expression Profiling in Subcellular Compartments of Human Cell Line K562"	"Expression profiling by array"	"Homo sapiens"	9		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17793/suppl"	21526222		"Sridar V Chittur"	"Aug 25, 2009"
GSE12668	"Waldenstrom's Macroglobulinemia patients: expression and aCGH data"	"Expression profiling by array;Genome variation profiling by array"	"Homo sapiens"	64		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12668/suppl"	19351844;19362969		"Esteban Braggio"	"Aug 24, 2009"
GSE14972	"GENE PROFILING AND PATHWAY ANALYSIS OF NASP EXPRESSION IN HELA CELLS"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14972/suppl"	19439102		"Oleg M Alekseev"	"Aug 24, 2009"
GSE14973	"Antileukemic activity of valproic acid in chronic lymphocytic leukemia cells defined by microarray analysis"	"Expression profiling by array"	"Homo sapiens"	28		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14973/suppl"	19710697		"Basile Stamatopoulos"	"Aug 24, 2009"
GSE15482	"The effect of PPARa siRNA on endothelial cells treated with fenofibrate"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15482/suppl"	19357976		"D. Stephen Charnock-Jones"	"Aug 24, 2009"
GSE15483	"The effect of fenofibrate on endothelial cells"	"Expression profiling by array"	"Homo sapiens"	19		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15483/suppl"	19357976		"D. Stephen Charnock-Jones"	"Aug 24, 2009"
GSE15494	"Human umbilical vein endothelial cells (HUVECs) treated with fenofibrate"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15494/suppl"	19357976		"D. Stephen Charnock-Jones"	"Aug 24, 2009"
GSE17385	"Gene expression profiling from MM1.S cells with control or beta-catenin knockdown."	"Expression profiling by array"	"Homo sapiens"	6	GDS3578	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17385/suppl"	19652203		"Daniel Ruben Carrasco"	"Aug 24, 2009"
GSE17778	"ENCODE Tier2 cell phenotyping study"	"Expression profiling by array"	"Homo sapiens"	26		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17778/suppl"	22955617		"Sridar V Chittur"	"Aug 24, 2009"
GSE12806	"Inhibition of Chlamydia pneumoniae Replication in Human Dendritic cells by TNF-alpha-Induced Indoleamine 2,3-Dioxygenase"	"Expression profiling by array"	"Homo sapiens"	4	GDS3573	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12806/suppl"	19643200		"Robert Geffers"	"Aug 21, 2009"
GSE13905	"Profiling the target genes for ZIP repressor in MCF-7"	"Genome binding/occupancy profiling by array"	"Homo sapiens"	2		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13905/suppl"	19644445		"Yongfeng Shang"	"Aug 21, 2009"
GSE14260	"Profiling the target genes for LSD1, MTA1, MTA2, and MTA3 in MCF-7"	"Genome binding/occupancy profiling by array"	"Homo sapiens"	5		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14260/suppl"	19703393		"Yongfeng Shang"	"Aug 21, 2009"
GSE15043	"Gene expression profiles of Herceptin-resistant breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15043/suppl"	19593441		"Xiwei Wu"	"Aug 21, 2009"
GSE15301	"Identification of brain transcriptional variability reproduced in peripheral blood: an approach for mapping brain eQTLs"	"Expression profiling by array"	"Chlorocebus sabaeus;Homo sapiens"	490		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15301/suppl"	19692348		"Anna J Jasinska"	"Aug 21, 2009"
GSE15913	"Thalidomide Exerts Distinct Molecular Antileukemic Effects"	"Expression profiling by array"	"Homo sapiens"	40		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15913/suppl"	19440214		"Lars Bullinger"	"Aug 21, 2009"
GSE17032	"Expression data from human fibroblasts"	"Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17032/suppl"	19727395		"Ben S. Wittner"	"Aug 21, 2009"
GSE17421	"miRNA arrays for LPS-activated Akt1+/+ and Akt1-/- macrophages"	"Other"	"Homo sapiens;Mus musculus;Rattus norvegicus"	4				19699171		"Christos Tsatsanis"	"Aug 21, 2009"
GSE17743	"Gene expression profiles differentiating gastrointestinal stromal tumours according to KIT mutations and expression"	"Expression profiling by array"	"Homo sapiens"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17743/suppl"	19943934		"Krzysztof Goryca"	"Aug 21, 2009"
GSE12896	"Prognostic significance of copy-number alterations in multiple myeloma"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	384		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12896/suppl"	19687334		"Wilfried Gouraud"	"Aug 20, 2009"
GSE13319	"Comparison of Human and Rat Uterine Leiomyoma: Identification of a Dysregulated mTOR Pathway"	"Expression profiling by array"	"Homo sapiens;Rattus norvegicus"	106		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13319/suppl"	19622772		"Scott Jelinsky"	"Aug 20, 2009"
GSE15735	"Genome-wide mapping of HATs and HDACs in human CD4+ T cells"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	41		"BED;CEL;CHP;TXT;XLS;ZIP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15735/suppl"	19698979	SRP002112	"Chongzhi Zang"	"Aug 20, 2009"
GSE17215	"Expression data from paclitaxel and salinomycin-treated HMLER breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17215/suppl"	19682730		"Piyush B. Gupta"	"Aug 20, 2009"
GSE17708	"Time Course of TGF-beta treatment of A549 lung adenocarcinoma cell line"	"Expression profiling by array"	"Homo sapiens"	26	GDS3710	"CEL;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17708/suppl"	20007254		"Rork Kuick"	"Aug 20, 2009"
GSE17718	"Expression data from CD4-positive HTLV-positive cell lines and from CD4-positive HTLV-negative primary cells."	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17718/suppl"	20573814;21300980		"Ralph Grassmann"	"Aug 20, 2009"
GSE11989	"Coordinated posttranscriptional mRNA population dynamics during T-cell activation"	"Expression profiling by array"	"Homo sapiens"	36		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11989/suppl"	19638969		"Neelanjan Mukherjee"	"Aug 19, 2009"
GSE14553	"Toxicogenomic Comparison of TCDD and PCB 126 Responsiveness in Primary Human Hepatocytes"	"Expression profiling by array"	"Homo sapiens"	40		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14553/suppl"	19692669		"Erik A Carlson"	"Aug 19, 2009"
GSE14555	"Divergent Transcriptomic Responses to Aryl Hydrocarbon Receptor Agonists Between Rat and Human Primary Hepatocytes"	"Expression profiling by array"	"Homo sapiens;Rattus norvegicus"	66		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14555/suppl"	19692669		"Erik A Carlson"	"Aug 19, 2009"
GSE17089	"Identification of direct transcriptional targets of V600EBRAF/MEK in melanoma"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17089/suppl"	19682280		"Leisl M Packer"	"Aug 19, 2009"
GSE17703	"Bone marrow gene expression of pediatric acute lymphoblastic leukemia (ALL)"	"Expression profiling by array"	"Homo sapiens"	101		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17703/suppl"	19755675		"Nan Qiao"	"Aug 19, 2009"
GSE14847	"The effect of miRNA overexpression on gene expression profile of MCF-7 cells"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14847/suppl"	19684618		"Pekka Juhani Kohonen"	"Aug 18, 2009"
GSE16219	"Identification of genes that are regulated by TAK1 in human cutaneous T cell lymphoma HuT-102 cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16219/suppl"	19955181		"Yoshiaki Tabuchi"	"Aug 18, 2009"
GSE17648	"Epigenomic Analysis of Aberrantly Methylated Genes in Colorectal Cancer"	"Methylation profiling by array"	"Homo sapiens"	44		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17648/suppl"			"Young-Ho Kim"	"Aug 18, 2009"
GSE11581	"Role of FAK, dominant-negative FAK, FAK-CD and FAKsiRNA in MCF-7 human breast cancer cell tumorigenesis"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11581/suppl"	19671193		"Vita M Golubovskaya"	"Aug 17, 2009"
GSE12814	"Identifying the molecular signature of the interstitial del(7q) subgroup of uterine leiomyomata using a paired analysis"	"Expression profiling by array"	"Homo sapiens"	33		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12814/suppl"	19603527		"Jennelle Hodge"	"Aug 17, 2009"
GSE16201	"Breast tumor gene expression profiling for assessment of sufficient tumor cells for microarray diagnostic"	"Expression profiling by array"	"Homo sapiens"	403		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16201/suppl"	19674463		"Paul Roepman"	"Aug 17, 2009"
GSE17632	"BxPC-3 cells: growth in different nutrients"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17632/suppl"	19706488		"Mohan Rao Kaadige"	"Aug 17, 2009"
GSE17195	"Germline genomic variations associated with childhood acute lymphoblastic leukemia"	"Expression profiling by array"	"Homo sapiens"	44		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17195/suppl"	19684603		"Geoffrey Neale"	"Aug 16, 2009"
GSE7513	"Gene expression data from CD44+/CD24- cells sorted by flow cytometry"	"Expression profiling by array"	"Homo sapiens"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7513/suppl"	19666588		"Chad Creighton"	"Aug 15, 2009"
GSE7515	"Gene expression data from cancer mammospheres and bulk tumors"	"Expression profiling by array"	"Homo sapiens"	26		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7515/suppl"	19666588		"Chad Creighton"	"Aug 15, 2009"
GSE10281	"Letrozole (Femara) early response to treatment"	"Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10281/suppl"	19666588		"Chad Creighton"	"Aug 15, 2009"
GSE13880	"AID-positive vs AID-negative"	"Genome variation profiling by SNP array;Expression profiling by array"	"Homo sapiens;Mus musculus"	31		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13880/suppl"			"Markus Müschen"	"Aug 15, 2009"
GSE16730	"ChIP-on-chip from acute myeloid leukemia cell lines and clinical samples for H3K4me3, H3K27me3, and EZH2"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16730/suppl"	20190193		"Thomas A Paul"	"Aug 15, 2009"
GSE17468	"The epithelial splicing factors ESRP1 and ESRP2 positively and negatively regulate alternative splicing events"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17468/suppl"	19829082		"Yi Xing"	"Aug 15, 2009"
GSE7869	"Expression data from renal cysts of autosomal dominant polycystic kidney disease (ADPKD) patients"	"Expression profiling by array"	"Homo sapiens"	21		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7869/suppl"	19346236		"York PC Pei"	"Aug 14, 2009"
GSE12526	"Gene expression from CEPH-Utah,CHB+JPT, and YRI individuals to examine gene expression correlation"	"Expression profiling by array"	"Homo sapiens"	388		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12526/suppl"	19797678		"Renuka Nayak"	"Aug 13, 2009"
GSE13909	"Molecular signature of cell cycle exit induced in human T lymphoblasts by IL-2 withdrawal"	"Expression profiling by array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13909/suppl"	19505301		"Magdalena Chechlinska"	"Aug 13, 2009"
GSE17600	"Transcriptional termini of genes on chromosomes 21-22 (RACE mapping)"	"Expression profiling by genome tiling array"	"Homo sapiens"	1020		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17600/suppl"			"Chris Zaleski"	"Aug 13, 2009"
GSE17612	"Comparison of post-mortem tissue from brain BA10 region between schizophrenic and control patients."	"Expression profiling by array"	"Homo sapiens"	51	GDS4523	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17612/suppl"	19255580		"Amy MH Molesworth"	"Aug 13, 2009"
GSE17619	"Gene expression profiles of thymic neuroendocrine tumors (carcinoids) with ectopic ACTH syndrome"	"Expression profiling by array"	"Homo sapiens"	11		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17619/suppl"	19625467		"Hai Fang"	"Aug 13, 2009"
GSE17623	"The kinase TNIK is an essential activator of Wnt target genes"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17623/suppl"	19816403		"Vivian Li"	"Aug 13, 2009"
GSE17624	"Expression data from human Ishikawa cells treated with Bisphenol A"	"Expression profiling by array"	"Homo sapiens"	60	GDS4926	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17624/suppl"	20170705		"Jay Patrick Tiesman"	"Aug 13, 2009"
GSE15297	"Kawasaki Disease and Other Febrile Illnesses"	"Expression profiling by array"	"Homo sapiens"	41				19583510		"Stephen Popper"	"Aug 12, 2009"
GSE17588	"Goat Model for CML"	"Expression profiling by array"	"Capra hircus;Homo sapiens"	25		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17588/suppl"			"Don Baldwin"	"Aug 12, 2009"
GSE17589	"Combinatorial pharmacological approaches target EZH2-mediated gene repression in breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17589/suppl"	19934278		"qiang yu"	"Aug 12, 2009"
GSE12434	"Macrophage-specific inhibition of NF-κB activation impairs foam cell survival"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12434/suppl"			"Joost Ougust Fledderus"	"Aug 11, 2009"
GSE16092	"Quantification of Normal Cell Fraction and Copy Number Neutral LOH in Clinical Lung Cancer Samples Using SNP Array Data"	"Genome variation profiling by SNP array"	"Homo sapiens"	50		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16092/suppl"	19557126		"Anders Isaksson"	"Aug 11, 2009"
GSE17554	"Nucleosome deposition and DNA methylation at coding region boundaries"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	1		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17554/suppl"	19723310;20602769	SRP001352	"Jung Kyoon Choi"	"Aug 11, 2009"
GSE17556	"Thrombospondin-1: A Pro-Atherosclerotic Protein Augmented by Hyperglycemia"	"Expression profiling by array"	"Homo sapiens"	18		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17556/suppl"			"Frank A Middleton"	"Aug 11, 2009"
GSE17582	"Effect of two weeks erythropoietin treatment on monocyte transcriptomes of cardiorenal patients"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17582/suppl"			"Branko Braam"	"Aug 11, 2009"
GSE12517	"Differential gene expression in peripheral blood leukocytes as a function of estrogen"	"Expression profiling by array"	"Homo sapiens"	45		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12517/suppl"			"Steve Cole"	"Aug 10, 2009"
GSE13896	"Smoking-dependent Reprogramming of Alveolar Macrophage Polarization: Implication for Pathogenesis of COPD"	"Expression profiling by array"	"Homo sapiens"	70		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13896/suppl"	19635926		"Yael Strulovici-Barel"	"Aug 10, 2009"
GSE15931	"WT1 mutations in T-ALL"	"SNP genotyping by SNP array"	"Homo sapiens"	27		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15931/suppl"	19494353		"Adolfo A Ferrando"	"Aug 10, 2009"
GSE16657	"Chromatin Poises miRNA- and Protein-coding Genes for Expression"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	10		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE16nnn/GSE16657/suppl"	19713549	SRP001361	"Keji Zhao"	"Aug 10, 2009"
GSE17516	"Orthotopic Xenograft Model of Ependymoma that Maintains Genomic Signature of the Primary Tumor"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17516/suppl"	20511191		"Hon-chiu Eastwood Leung"	"Aug 08, 2009"
GSE17552	"Topoisomerase I suppresses genomic instability by preventing interference between replication and transcription"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	2		"BAR;BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17552/suppl"	19838172		"Philippe Pasero"	"Aug 08, 2009"
GSE17557	"Blood pooling experiments on ophthalmalogic phenotypes with Illumina arrays"	"Genome variation profiling by SNP array"	"Homo sapiens"	6		"TAR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17557/suppl"	19801603		"Stuart Macgregor"	"Aug 08, 2009"
GSE17561	"Isoform-specific transcriptional activity of overlapping targets that respond to thyroid hormone receptors a1 and b1"	"Expression profiling by array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17561/suppl"	19628582		"Martin L Privalsky"	"Aug 08, 2009"
GSE17518	"mRNA expression profile in IMR-90 cells in response to TGF-β1"	"Expression profiling by array"	"Homo sapiens"	6				19701206		"Victor John Thannickal"	"Aug 07, 2009"
GSE17539	"Expression profile of grafted human engineered skin substitutes compared with intact human"	"Expression profiling by array"	"Homo sapiens"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17539/suppl"	19798058		"Bruce J Aronow"	"Aug 07, 2009"
